Order_ID,Order_Date,Customer_ID,Customer_Segment,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit
ORD01882,2025-06-06,CUST0803,Corporate,Desk,Furniture,East,Guwahati,2,14621.08,0.0,29242.16,18966.03,10276.13
ORD01883,2025-07-21,CUST1487,Consumer,Laptop,Electronics,West,Ahmedabad,5,17784.17,0.1,80028.76,59985.6,20043.16
ORD01884,2025-09-20,CUST1724,Consumer,Pen Set,Office Supplies,West,Surat,2,30947.45,0.05,58800.16,34606.19,24193.97
ORD01885,2025-05-31,CUST0672,Consumer,Printer Paper,Office Supplies,West,Ahmedabad,3,39617.07,0.2,95080.97,54671.85,40409.12
ORD01886,2025-11-30,CUST0924,Consumer,Backpack,Accessories,West,Pune,1,12462.57,0.1,11216.31,6479.5,4736.81
ORD01887,2025-12-20,CUST1749,Corporate,Monitor,Electronics,North,Chandigarh,4,39441.96,0.1,141991.06,103240.24,38750.82
ORD01888,2025-01-19,CUST0642,Small Business,Stapler,Office Supplies,North,Delhi,1,34222.68,0.1,30800.41,20500.26,10300.15
ORD01889,2025-05-21,CUST1299,Corporate,Stapler,Office Supplies,North,Lucknow,2,41183.76,0.1,74130.77,51013.73,23117.04
ORD01890,2025-02-26,CUST1016,Small Business,Backpack,Accessories,East,Kolkata,2,18601.03,0.1,33481.85,24296.43,9185.42
ORD01891,2025-02-26,CUST0179,Consumer,Monitor,Electronics,West,Ahmedabad,5,50536.27,0.1,227413.22,165914.45,61498.77
ORD01892,2025-12-14,CUST1939,Consumer,Keyboard,Electronics,North,Lucknow,4,27936.85,0.2,89397.92,64321.76,25076.16
ORD01893,2025-08-16,CUST0732,Small Business,Coffee Table,Furniture,North,Jaipur,1,45175.87,0.1,40658.28,26724.8,13933.48
ORD01894,2025-02-18,CUST0018,Consumer,Printer Paper,Office Supplies,East,Kolkata,2,38443.87,0.05,73043.35,47503.15,25540.2
ORD01895,2025-09-21,CUST0449,Consumer,Mouse,Electronics,North,Jaipur,3,2617.98,0.2,6283.15,4723.65,1559.5
ORD01896,2025-06-22,CUST1848,Consumer,Laptop,Electronics,North,Lucknow,2,26897.37,0.15,45725.53,31059.36,14666.17
ORD01897,2025-01-10,CUST1233,Small Business,Mouse,Electronics,North,Chandigarh,4,41133.29,0.0,164533.16,124195.64,40337.52
ORD01898,2025-10-22,CUST1944,Corporate,Sofa,Furniture,South,Chennai,2,51879.21,0.0,103758.42,62287.56,41470.86
ORD01899,2025-05-14,CUST0907,Small Business,Keyboard,Electronics,West,Surat,5,55808.61,0.0,279043.05,169657.13,109385.92
ORD01900,2025-12-03,CUST0505,Corporate,Tablet,Electronics,North,Lucknow,2,17187.29,0.1,30937.12,23607.73,7329.39
ORD01901,2025-08-21,CUST1079,Consumer,Sunglasses,Accessories,North,Jaipur,1,56328.78,0.1,50695.9,39776.21,10919.69
ORD01902,2025-01-19,CUST0262,Corporate,Travel Bag,Accessories,East,Patna,5,14039.22,0.0,70196.1,52526.17,17669.93
ORD01903,2025-05-16,CUST1752,Consumer,Watch,Accessories,North,Jaipur,4,21765.28,0.1,78355.01,50964.94,27390.07
ORD01904,2025-04-17,CUST0409,Consumer,Desk,Furniture,North,Lucknow,1,34516.56,0.0,34516.56,22481.86,12034.7
ORD01905,2025-09-21,CUST1230,Consumer,Bookshelf,Furniture,South,Hyderabad,5,15499.2,0.15,65871.6,41822.73,24048.87
ORD01906,2025-05-22,CUST0062,Consumer,Bookshelf,Furniture,South,Hyderabad,5,8859.31,0.15,37652.07,24715.02,12937.05
ORD01907,2025-02-26,CUST0433,Corporate,Stapler,Office Supplies,West,Mumbai,3,57767.94,0.0,173303.82,138026.69,35277.13
ORD01908,2025-02-20,CUST0779,Consumer,Stapler,Office Supplies,East,Kolkata,2,33152.22,0.0,66304.44,38725.57,27578.87
ORD01909,2025-01-12,CUST1035,Corporate,Pen Set,Office Supplies,East,Guwahati,4,5098.78,0.15,17335.85,9741.95,7593.9
ORD01910,2025-01-24,CUST1566,Consumer,Desk,Furniture,North,Lucknow,5,6027.24,0.1,27122.58,16631.81,10490.77
ORD01911,2025-12-18,CUST0335,Consumer,Desk,Furniture,North,Lucknow,2,15440.81,0.15,26249.38,18036.43,8212.95
ORD01912,2025-05-03,CUST0698,Small Business,Tablet,Electronics,East,Bhubaneswar,3,14761.07,0.1,39854.89,28089.32,11765.57
ORD01913,2025-03-03,CUST0262,Corporate,Sofa,Furniture,South,Chennai,4,57630.19,0.0,230520.76,144726.68,85794.08
ORD01914,2025-10-01,CUST1525,Small Business,Notebook,Office Supplies,East,Guwahati,4,22431.32,0.1,80752.75,58807.36,21945.39
ORD01915,2025-08-22,CUST1819,Small Business,Wallet,Accessories,North,Delhi,2,39044.36,0.15,66375.41,38698.17,27677.24
ORD01916,2025-02-23,CUST0420,Consumer,Monitor,Electronics,West,Pune,5,10258.2,0.15,43597.35,29408.03,14189.32
ORD01917,2025-02-06,CUST0487,Corporate,Tablet,Electronics,East,Patna,1,29778.75,0.2,23823.0,18414.39,5408.61
ORD01918,2025-01-13,CUST1013,Consumer,Coffee Table,Furniture,South,Hyderabad,1,35393.13,0.1,31853.82,23679.49,8174.33
ORD01919,2025-07-24,CUST0186,Small Business,Pen Set,Office Supplies,South,Chennai,1,54259.4,0.05,51546.43,32105.72,19440.71
ORD01920,2025-10-27,CUST0536,Consumer,Wallet,Accessories,West,Ahmedabad,2,26396.7,0.15,44874.39,25731.41,19142.98
ORD01921,2025-11-12,CUST0108,Consumer,Backpack,Accessories,West,Pune,3,19613.51,0.0,58840.53,41944.48,16896.05
ORD01922,2025-01-12,CUST0346,Corporate,Office Chair,Furniture,South,Kochi,2,21268.56,0.1,38283.41,29528.79,8754.62
ORD01923,2025-05-03,CUST0871,Small Business,Watch,Accessories,West,Mumbai,5,41287.55,0.05,196115.86,132958.11,63157.75
ORD01924,2025-07-30,CUST0103,Consumer,Pen Set,Office Supplies,East,Patna,5,44352.68,0.1,199587.06,131110.11,68476.95
ORD01925,2025-09-13,CUST0188,Consumer,Desk,Furniture,North,Jaipur,2,22248.35,0.1,40047.03,26932.92,13114.11
ORD01926,2025-02-18,CUST0861,Corporate,Stapler,Office Supplies,North,Delhi,4,14851.32,0.2,47524.22,35117.0,12407.22
ORD01927,2025-12-24,CUST1247,Consumer,Tablet,Electronics,North,Chandigarh,5,37187.69,0.1,167344.61,93619.23,73725.38
ORD01928,2025-03-04,CUST0870,Consumer,Headphones,Electronics,North,Delhi,2,2607.58,0.2,4172.13,2344.48,1827.65
ORD01929,2025-12-28,CUST1540,Corporate,Tablet,Electronics,North,Delhi,1,58413.08,0.05,55492.43,38372.94,17119.49
ORD01930,2025-01-16,CUST0028,Consumer,Sunglasses,Accessories,East,Bhubaneswar,2,32820.25,0.05,62358.48,44884.51,17473.97
ORD01931,2025-09-02,CUST0878,Consumer,Mouse,Electronics,North,Lucknow,5,16945.25,0.05,80489.94,63302.39,17187.55
ORD01932,2025-07-13,CUST1832,Consumer,Monitor,Electronics,South,Kochi,1,33374.89,0.15,28368.66,19672.44,8696.22
ORD01933,2025-12-23,CUST0405,Consumer,Coffee Table,Furniture,South,Kochi,2,22932.38,0.1,41278.28,31824.28,9454.0
ORD01934,2025-07-17,CUST1552,Corporate,Notebook,Office Supplies,South,Chennai,5,17657.4,0.05,83872.65,47512.62,36360.03
ORD01935,2025-10-21,CUST0657,Small Business,File Folder,Office Supplies,West,Mumbai,5,38660.05,0.1,173970.22,110096.75,63873.47
ORD01936,2025-03-26,CUST0918,Small Business,Keyboard,Electronics,South,Kochi,3,4515.22,0.1,12191.09,9212.64,2978.45
ORD01937,2025-08-12,CUST0426,Consumer,Tablet,Electronics,East,Kolkata,5,45099.52,0.2,180398.08,142515.95,37882.13
ORD01938,2025-07-25,CUST0066,Small Business,Headphones,Electronics,West,Mumbai,2,4956.95,0.15,8426.81,5318.38,3108.43
ORD01939,2025-02-15,CUST1619,Small Business,Travel Bag,Accessories,North,Lucknow,1,59240.2,0.15,50354.17,40199.84,10154.33
ORD01940,2025-03-07,CUST1703,Consumer,Office Chair,Furniture,South,Bengaluru,3,30369.59,0.1,81997.89,60386.35,21611.54
ORD01941,2025-02-23,CUST1413,Small Business,Smartphone,Electronics,North,Chandigarh,4,45043.72,0.1,162157.39,104667.4,57489.99
ORD01942,2025-08-08,CUST0582,Corporate,Mouse,Electronics,North,Delhi,5,2224.63,0.15,9454.68,6050.9,3403.78
ORD01943,2025-07-06,CUST1875,Corporate,Sofa,Furniture,East,Guwahati,2,45479.27,0.1,81862.69,57810.19,24052.5
ORD01944,2025-01-01,CUST1601,Consumer,Wallet,Accessories,North,Lucknow,1,59256.39,0.05,56293.57,42508.67,13784.9
ORD01945,2025-08-22,CUST0712,Corporate,Bookshelf,Furniture,South,Bengaluru,1,37755.51,0.2,30204.41,18551.13,11653.28
ORD01946,2025-07-26,CUST1395,Corporate,Wallet,Accessories,North,Lucknow,2,52936.92,0.05,100580.15,69215.95,31364.2
ORD01947,2025-12-29,CUST0921,Corporate,Sunglasses,Accessories,North,Delhi,4,14947.75,0.05,56801.45,45309.45,11492.0
ORD01948,2025-10-12,CUST0101,Corporate,Backpack,Accessories,West,Mumbai,2,56775.8,0.05,107874.02,75385.59,32488.43
ORD01949,2025-06-03,CUST0523,Corporate,Wallet,Accessories,South,Hyderabad,3,9221.01,0.1,24896.73,17391.94,7504.79
ORD01950,2025-04-29,CUST1310,Consumer,File Folder,Office Supplies,North,Delhi,2,2882.28,0.0,5764.56,3744.02,2020.54
ORD01951,2025-08-28,CUST1316,Small Business,Monitor,Electronics,West,Mumbai,4,55751.35,0.05,211855.13,133288.36,78566.77
ORD01952,2025-04-23,CUST1081,Consumer,Keyboard,Electronics,West,Surat,4,33229.08,0.1,119624.69,87263.86,32360.83
ORD01953,2025-05-31,CUST1783,Consumer,Wallet,Accessories,North,Delhi,5,27145.56,0.0,135727.8,97921.34,37806.46
ORD01954,2025-08-13,CUST0842,Consumer,Pen Set,Office Supplies,West,Pune,1,20905.29,0.05,19860.03,10983.17,8876.86
ORD01955,2025-03-05,CUST1690,Consumer,Desk,Furniture,North,Chandigarh,2,58552.33,0.1,105394.19,72872.91,32521.28
ORD01956,2025-02-12,CUST0004,Corporate,Wallet,Accessories,North,Delhi,2,11951.49,0.1,21512.68,15067.86,6444.82
ORD01957,2025-12-12,CUST1167,Consumer,Bookshelf,Furniture,West,Ahmedabad,2,13836.34,0.05,26289.05,19726.27,6562.78
ORD01958,2025-10-04,CUST1813,Consumer,Office Chair,Furniture,West,Pune,5,59839.5,0.05,284237.62,197216.15,87021.47
ORD01959,2025-01-17,CUST1978,Corporate,Desk,Furniture,North,Chandigarh,4,2200.77,0.15,7482.62,5768.65,1713.97
ORD01960,2025-09-16,CUST0629,Small Business,Smartphone,Electronics,West,Ahmedabad,1,38776.55,0.1,34898.9,19593.78,15305.12
ORD01961,2025-05-12,CUST0745,Corporate,Smartphone,Electronics,South,Bengaluru,1,3466.95,0.1,3120.26,2312.62,807.64
ORD01962,2025-11-18,CUST0391,Consumer,Printer Paper,Office Supplies,North,Lucknow,1,10672.42,0.1,9605.18,5915.64,3689.54
ORD01963,2025-02-10,CUST1518,Consumer,Sunglasses,Accessories,South,Chennai,3,25740.06,0.05,73359.17,52186.5,21172.67
ORD01964,2025-02-07,CUST0052,Small Business,Desk,Furniture,West,Mumbai,1,19560.71,0.1,17604.64,9883.8,7720.84
ORD01965,2025-08-06,CUST0738,Consumer,Wallet,Accessories,South,Hyderabad,2,47371.92,0.2,75795.07,53214.4,22580.67
ORD01966,2025-03-11,CUST0468,Small Business,Desk,Furniture,East,Patna,2,38373.44,0.15,65234.85,51566.92,13667.93
ORD01967,2025-12-19,CUST1721,Corporate,Headphones,Electronics,West,Pune,4,10275.91,0.15,34938.09,21988.87,12949.22
ORD01968,2025-08-02,CUST1211,Consumer,Sunglasses,Accessories,North,Delhi,2,3193.34,0.2,5109.34,3750.97,1358.37
ORD01969,2025-11-25,CUST0043,Consumer,Wallet,Accessories,South,Hyderabad,4,39539.69,0.1,142342.88,93007.44,49335.44
ORD01970,2025-06-28,CUST1216,Corporate,Office Chair,Furniture,West,Pune,2,44105.8,0.2,70569.28,49909.92,20659.36
ORD01971,2025-07-22,CUST1474,Corporate,Sofa,Furniture,North,Delhi,4,42950.1,0.1,154620.36,107707.93,46912.43
ORD01972,2025-02-18,CUST0886,Corporate,Smartphone,Electronics,West,Ahmedabad,1,8219.14,0.15,6986.27,5127.91,1858.36
ORD01973,2025-08-25,CUST0908,Corporate,File Folder,Office Supplies,North,Delhi,3,39815.1,0.1,107500.77,67546.08,39954.69
ORD01974,2025-10-03,CUST0637,Consumer,Mouse,Electronics,South,Kochi,5,35504.62,0.05,168646.94,99052.61,69594.33
ORD01975,2025-02-26,CUST1125,Consumer,Mouse,Electronics,West,Pune,3,14695.29,0.0,44085.87,29783.25,14302.62
ORD01976,2025-05-01,CUST1459,Small Business,Backpack,Accessories,North,Lucknow,4,47821.35,0.0,191285.4,118959.04,72326.36
ORD01977,2025-10-06,CUST0221,Corporate,Keyboard,Electronics,North,Lucknow,5,56254.28,0.0,281271.4,199487.77,81783.63
ORD01978,2025-03-09,CUST0108,Corporate,Stapler,Office Supplies,West,Surat,5,22245.19,0.0,111225.95,61493.99,49731.96
ORD01979,2025-03-09,CUST0728,Consumer,Backpack,Accessories,South,Chennai,5,1060.58,0.1,4772.61,2772.6,2000.01
ORD01980,2025-06-12,CUST0790,Consumer,File Folder,Office Supplies,South,Chennai,4,54971.32,0.05,208891.02,128971.82,79919.2
ORD01981,2025-04-23,CUST0358,Consumer,Coffee Table,Furniture,South,Chennai,3,23478.32,0.1,63391.46,38896.36,24495.1
ORD01982,2025-06-10,CUST0564,Consumer,Sunglasses,Accessories,South,Hyderabad,2,56712.54,0.05,107753.83,69561.31,38192.52
ORD01983,2025-02-10,CUST1803,Consumer,Headphones,Electronics,North,Chandigarh,2,7414.55,0.1,13346.19,7785.31,5560.88
ORD01984,2025-11-18,CUST0180,Consumer,Monitor,Electronics,North,Lucknow,3,20774.93,0.0,62324.79,38195.34,24129.45
ORD01985,2025-09-19,CUST1717,Consumer,Laptop,Electronics,North,Lucknow,4,16963.95,0.2,54284.64,35428.67,18855.97
ORD01986,2025-01-22,CUST1198,Small Business,Watch,Accessories,South,Hyderabad,3,14397.46,0.0,43192.38,29114.2,14078.18
ORD01987,2025-05-23,CUST1312,Small Business,Notebook,Office Supplies,North,Jaipur,3,22457.97,0.1,60636.52,43210.16,17426.36
ORD01988,2025-06-09,CUST0548,Corporate,Desk,Furniture,East,Patna,1,14781.31,0.1,13303.18,9050.8,4252.38
ORD01989,2025-12-19,CUST0963,Corporate,Sofa,Furniture,West,Mumbai,1,47005.74,0.15,39954.88,26514.09,13440.79
ORD01990,2025-06-19,CUST0493,Corporate,Travel Bag,Accessories,East,Bhubaneswar,5,23751.74,0.05,112820.76,66474.94,46345.82
ORD01991,2025-06-05,CUST0120,Consumer,Notebook,Office Supplies,North,Lucknow,4,54409.46,0.05,206755.95,157480.88,49275.07
ORD01992,2025-04-10,CUST0271,Corporate,Headphones,Electronics,North,Jaipur,1,40520.31,0.15,34442.26,21059.75,13382.51
ORD01993,2025-08-17,CUST1596,Consumer,Tablet,Electronics,East,Guwahati,4,13546.38,0.0,54185.52,36324.53,17860.99
ORD01994,2025-10-31,CUST1875,Consumer,Pen Set,Office Supplies,South,Kochi,2,22741.49,0.15,38660.53,22995.38,15665.15
ORD01995,2025-07-06,CUST0374,Consumer,Printer Paper,Office Supplies,South,Chennai,4,47415.71,0.0,189662.84,124787.13,64875.71
ORD01996,2025-12-13,CUST1072,Small Business,Backpack,Accessories,North,Chandigarh,4,12818.06,0.0,51272.24,36114.27,15157.97
ORD01997,2025-01-25,CUST0607,Consumer,File Folder,Office Supplies,West,Surat,3,40419.49,0.0,121258.47,81625.43,39633.04
ORD01998,2025-03-16,CUST0223,Consumer,Keyboard,Electronics,East,Bhubaneswar,5,14417.64,0.05,68483.79,47803.52,20680.27
ORD01999,2025-06-16,CUST1004,Consumer,Coffee Table,Furniture,West,Surat,4,37549.98,0.1,135179.93,103837.33,31342.6
ORD02000,2025-07-17,CUST1455,Consumer,Office Chair,Furniture,North,Delhi,2,7450.07,0.0,14900.14,9389.28,5510.86
ORD02001,2025-09-25,CUST0956,Corporate,Notebook,Office Supplies,South,Kochi,3,55276.71,0.15,140955.61,80978.81,59976.8
ORD02002,2025-09-03,CUST0803,Consumer,Bookshelf,Furniture,South,Chennai,4,58425.4,0.1,210331.44,136378.69,73952.75
ORD02003,2025-06-16,CUST1789,Consumer,Bookshelf,Furniture,West,Pune,4,39123.42,0.1,140844.31,112389.34,28454.97
ORD02004,2025-11-02,CUST1285,Corporate,Desk,Furniture,South,Hyderabad,1,7887.42,0.1,7098.68,5532.46,1566.22
ORD02005,2025-07-03,CUST0618,Consumer,Desk,Furniture,North,Lucknow,2,115.12,0.15,195.7,144.17,51.53
ORD02006,2025-01-01,CUST0678,Small Business,Pen Set,Office Supplies,East,Patna,3,23795.37,0.2,57108.89,41870.41,15238.48
ORD02007,2025-05-14,CUST1194,Consumer,Desk,Furniture,North,Jaipur,3,43884.61,0.15,111905.76,62895.26,49010.5
ORD02008,2025-06-25,CUST1622,Consumer,Mouse,Electronics,East,Bhubaneswar,1,22522.79,0.15,19144.37,11309.14,7835.23
ORD02009,2025-12-03,CUST0710,Consumer,Sunglasses,Accessories,South,Bengaluru,4,39222.53,0.05,149045.61,106273.77,42771.84
ORD02010,2025-08-25,CUST1635,Consumer,Wallet,Accessories,East,Kolkata,2,3560.2,0.0,7120.4,4280.99,2839.41
ORD02011,2025-03-21,CUST0995,Consumer,Bookshelf,Furniture,East,Kolkata,5,11353.8,0.1,51092.1,39451.64,11640.46
ORD02012,2025-10-27,CUST1489,Corporate,Monitor,Electronics,North,Jaipur,4,12908.73,0.1,46471.43,33661.44,12809.99
ORD02013,2025-01-31,CUST1433,Consumer,Sunglasses,Accessories,West,Ahmedabad,3,54208.55,0.1,146363.09,101500.8,44862.29
ORD02014,2025-02-07,CUST0081,Small Business,Monitor,Electronics,North,Lucknow,1,13775.79,0.05,13087.0,7269.73,5817.27
ORD02015,2025-02-23,CUST0804,Consumer,Laptop,Electronics,North,Lucknow,3,38940.59,0.05,110980.68,84493.34,26487.34
ORD02016,2025-02-28,CUST1361,Corporate,Travel Bag,Accessories,West,Surat,5,15277.38,0.15,64928.86,50985.83,13943.03
ORD02017,2025-08-07,CUST0296,Consumer,Sunglasses,Accessories,West,Pune,2,41216.01,0.1,74188.82,50399.84,23788.98
ORD02018,2025-09-07,CUST0963,Corporate,Backpack,Accessories,West,Pune,3,31410.09,0.1,84807.24,55009.62,29797.62
ORD02019,2025-04-28,CUST0655,Consumer,Coffee Table,Furniture,East,Kolkata,2,59949.06,0.1,107908.31,75923.79,31984.52
ORD02020,2025-06-11,CUST0614,Consumer,Smartphone,Electronics,West,Surat,1,33140.1,0.2,26512.08,19345.99,7166.09
ORD02021,2025-11-13,CUST0125,Consumer,Sofa,Furniture,West,Ahmedabad,1,43080.46,0.05,40926.44,30511.32,10415.12
ORD02022,2025-12-13,CUST1544,Consumer,Travel Bag,Accessories,North,Lucknow,2,52398.84,0.05,99557.8,61982.71,37575.09
ORD02023,2025-04-15,CUST1124,Corporate,Tablet,Electronics,East,Bhubaneswar,3,4667.47,0.2,11201.93,8887.63,2314.3
ORD02024,2025-01-15,CUST1384,Consumer,Stapler,Office Supplies,West,Pune,4,19501.37,0.2,62404.38,41426.5,20977.88
ORD02025,2025-12-18,CUST0115,Consumer,Stapler,Office Supplies,West,Surat,2,14034.2,0.1,25261.56,19711.69,5549.87
ORD02026,2025-06-15,CUST1462,Consumer,Smartphone,Electronics,South,Bengaluru,4,41834.79,0.2,133871.33,84347.36,49523.97
ORD02027,2025-02-21,CUST1157,Consumer,Notebook,Office Supplies,West,Pune,2,25810.1,0.2,41296.16,24750.25,16545.91
ORD02028,2025-03-30,CUST1270,Consumer,Sofa,Furniture,South,Chennai,4,52498.8,0.15,178495.92,134158.28,44337.64
ORD02029,2025-02-12,CUST0243,Consumer,Bookshelf,Furniture,South,Bengaluru,5,58358.11,0.0,291790.55,213450.68,78339.87
ORD02030,2025-08-20,CUST0934,Corporate,Pen Set,Office Supplies,South,Chennai,1,13005.65,0.1,11705.08,7142.1,4562.98
ORD02031,2025-01-19,CUST0434,Consumer,Smartphone,Electronics,North,Chandigarh,3,5571.82,0.2,13372.37,10626.85,2745.52
ORD02032,2025-04-16,CUST0339,Consumer,Watch,Accessories,West,Mumbai,3,21891.75,0.1,59107.72,35150.34,23957.38
ORD02033,2025-03-11,CUST0302,Consumer,Desk,Furniture,South,Bengaluru,4,30898.82,0.1,111235.75,63272.23,47963.52
ORD02034,2025-07-11,CUST0826,Consumer,Mouse,Electronics,North,Chandigarh,4,18683.25,0.1,67259.7,46823.85,20435.85
ORD02035,2025-04-10,CUST1892,Consumer,Pen Set,Office Supplies,West,Mumbai,4,26400.33,0.2,84481.06,61740.66,22740.4
ORD02036,2025-04-26,CUST1723,Consumer,Keyboard,Electronics,West,Surat,1,38888.53,0.05,36944.1,25220.15,11723.95
ORD02037,2025-11-01,CUST0419,Consumer,Travel Bag,Accessories,North,Lucknow,4,41122.69,0.2,131592.61,86479.91,45112.7
ORD02038,2025-12-02,CUST1052,Small Business,Bookshelf,Furniture,North,Lucknow,2,35525.3,0.0,71050.6,49262.52,21788.08
ORD02039,2025-02-10,CUST1668,Consumer,Desk,Furniture,East,Guwahati,5,12216.62,0.05,58028.94,42663.06,15365.88
ORD02040,2025-03-10,CUST0432,Consumer,Bookshelf,Furniture,East,Bhubaneswar,5,48403.08,0.1,217813.86,137643.49,80170.37
ORD02041,2025-08-29,CUST1763,Small Business,Stapler,Office Supplies,West,Pune,1,59635.33,0.1,53671.8,29980.57,23691.23
ORD02042,2025-11-22,CUST0394,Corporate,Mouse,Electronics,South,Bengaluru,2,23628.71,0.15,40168.81,27210.9,12957.91
ORD02043,2025-12-07,CUST1591,Corporate,Wallet,Accessories,North,Chandigarh,4,1055.15,0.15,3587.51,2440.41,1147.1
ORD02044,2025-07-04,CUST1664,Corporate,Printer Paper,Office Supplies,North,Chandigarh,4,59264.18,0.15,201498.21,139727.39,61770.82
ORD02045,2025-11-12,CUST0624,Small Business,Smartphone,Electronics,East,Bhubaneswar,2,58191.59,0.05,110564.02,82827.75,27736.27
ORD02046,2025-01-22,CUST0031,Consumer,File Folder,Office Supplies,East,Patna,2,21787.15,0.2,34859.44,26690.04,8169.4
ORD02047,2025-06-22,CUST0712,Consumer,Backpack,Accessories,West,Mumbai,5,21843.79,0.0,109218.95,84579.54,24639.41
ORD02048,2025-06-01,CUST1868,Consumer,Sofa,Furniture,North,Lucknow,5,57463.62,0.15,244220.38,174714.16,69506.22
ORD02049,2025-04-08,CUST1655,Consumer,Stapler,Office Supplies,West,Pune,4,41324.86,0.2,132239.55,80532.29,51707.26
ORD02050,2025-07-20,CUST0934,Consumer,Monitor,Electronics,East,Patna,2,22564.97,0.05,42873.44,25665.43,17208.01
ORD02051,2025-01-27,CUST1442,Corporate,Headphones,Electronics,East,Guwahati,2,56882.86,0.0,113765.72,84391.86,29373.86
ORD02052,2025-12-18,CUST0207,Small Business,Pen Set,Office Supplies,North,Delhi,2,5081.39,0.1,9146.5,7253.68,1892.82
ORD02053,2025-10-17,CUST1937,Consumer,Coffee Table,Furniture,South,Chennai,3,29891.34,0.1,80706.62,56173.26,24533.36
ORD02054,2025-02-24,CUST0074,Consumer,Smartphone,Electronics,East,Guwahati,4,14293.69,0.1,51457.28,34391.96,17065.32
ORD02055,2025-03-11,CUST0512,Consumer,Smartphone,Electronics,West,Ahmedabad,4,38986.44,0.05,148148.47,114947.77,33200.7
ORD02056,2025-03-21,CUST0078,Consumer,Bookshelf,Furniture,North,Lucknow,2,12869.39,0.1,23164.9,17436.98,5727.92
ORD02057,2025-05-15,CUST0358,Consumer,Notebook,Office Supplies,West,Mumbai,5,4319.36,0.1,19437.12,13354.91,6082.21
ORD02058,2025-12-18,CUST0156,Corporate,Coffee Table,Furniture,East,Bhubaneswar,4,12839.42,0.1,46221.91,31636.91,14585.0
ORD02059,2025-03-03,CUST0673,Small Business,Mouse,Electronics,North,Lucknow,2,22930.48,0.2,36688.77,26738.45,9950.32
ORD02060,2025-06-10,CUST0515,Small Business,Mouse,Electronics,North,Lucknow,2,40280.75,0.05,76533.42,56396.11,20137.31
ORD02061,2025-09-30,CUST1947,Corporate,Notebook,Office Supplies,South,Kochi,1,19093.62,0.15,16229.58,12182.86,4046.72
ORD02062,2025-02-09,CUST1994,Consumer,Mouse,Electronics,South,Bengaluru,4,50903.36,0.1,183252.1,138938.22,44313.88
ORD02063,2025-08-09,CUST0840,Consumer,Desk,Furniture,South,Hyderabad,3,45626.15,0.05,130034.53,94126.49,35908.04
ORD02064,2025-07-01,CUST1537,Consumer,Pen Set,Office Supplies,South,Kochi,2,34407.92,0.0,68815.84,41354.77,27461.07
ORD02065,2025-11-13,CUST1376,Consumer,Laptop,Electronics,North,Jaipur,5,13530.17,0.1,60885.77,47105.83,13779.94
ORD02066,2025-07-04,CUST1083,Small Business,Coffee Table,Furniture,South,Bengaluru,4,125.35,0.0,501.4,281.4,220.0
ORD02067,2025-04-03,CUST1763,Consumer,Watch,Accessories,South,Kochi,5,32432.49,0.05,154054.33,101570.98,52483.35
ORD02068,2025-03-02,CUST0298,Consumer,Bookshelf,Furniture,West,Pune,4,46842.26,0.15,159263.68,97807.03,61456.65
ORD02069,2025-05-01,CUST0077,Consumer,Tablet,Electronics,West,Ahmedabad,4,17464.74,0.1,62873.06,47173.88,15699.18
ORD02070,2025-10-12,CUST1353,Consumer,Wallet,Accessories,South,Chennai,4,49904.05,0.15,169673.77,120159.16,49514.61
ORD02071,2025-03-01,CUST0820,Consumer,Tablet,Electronics,North,Lucknow,2,49738.83,0.1,89529.89,63357.78,26172.11
ORD02072,2025-06-20,CUST0256,Consumer,Desk,Furniture,East,Kolkata,2,9509.31,0.05,18067.69,9945.19,8122.5
ORD02073,2025-09-10,CUST0808,Corporate,Keyboard,Electronics,West,Surat,2,42332.16,0.05,80431.1,50887.53,29543.57
ORD02074,2025-07-10,CUST0080,Consumer,Headphones,Electronics,North,Jaipur,1,12518.03,0.2,10014.42,7253.63,2760.79
ORD02075,2025-07-08,CUST1018,Consumer,Sunglasses,Accessories,East,Patna,3,6825.55,0.05,19452.82,15230.99,4221.83
ORD02076,2025-09-02,CUST0411,Corporate,Tablet,Electronics,North,Jaipur,3,27398.07,0.2,65755.37,46213.02,19542.35
ORD02077,2025-12-31,CUST1096,Small Business,Travel Bag,Accessories,North,Lucknow,1,32963.44,0.1,29667.1,20686.09,8981.01
ORD02078,2025-12-10,CUST0665,Consumer,Bookshelf,Furniture,North,Jaipur,3,49965.43,0.05,142401.48,93537.68,48863.8
ORD02079,2025-05-14,CUST0183,Small Business,Keyboard,Electronics,North,Delhi,2,25589.5,0.05,48620.05,35999.75,12620.3
ORD02080,2025-02-20,CUST0770,Consumer,Keyboard,Electronics,South,Chennai,4,12854.26,0.05,48846.19,38976.65,9869.54
ORD02081,2025-05-29,CUST1523,Consumer,File Folder,Office Supplies,South,Hyderabad,5,9002.59,0.05,42762.3,24622.53,18139.77
ORD02082,2025-08-05,CUST1282,Consumer,Backpack,Accessories,East,Guwahati,2,25169.13,0.05,47821.35,27475.86,20345.49
ORD02083,2025-06-14,CUST0510,Consumer,Sunglasses,Accessories,West,Surat,2,7428.51,0.05,14114.17,8244.68,5869.49
